timestamp,play_draw,card1,card2,card3,card4,card5,card6,card7,decision,source_file,keep,on_play
2026-04-13 12:41:13.480569,play,Galvanic Discharge,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,Arid Mesa,Marsh Flats,Arid Mesa,Plains,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:41:15.178764,play,"Phlage, Titan of Fire's Fury",Flooded Strand,Dalkovan Encampment,Arena of Glory,Arid Mesa,Arid Mesa,Sacred Foundry,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:41:18.831768,play,Ocelot Pride,Sacred Foundry,Flooded Strand,"Phlage, Titan of Fire's Fury",Arena of Glory,Seasoned Pyromancer,Goblin Bombardment,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:41:23.257933,play,Dalkovan Encampment,Guide of Souls,Ocelot Pride,Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Blood Moon,Arena of Glory,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:41:25.803817,play,Goblin Bombardment,"Ajani, Nacatl Pariah",Elegant Parlor,Flooded Strand,Thraben Charm,Galvanic Discharge,Arid Mesa,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:41:29.185317,play,Plains,Goblin Bombardment,Guide of Souls,Galvanic Discharge,Arid Mesa,Galvanic Discharge,"Ragavan, Nimble Pilferer",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:41:32.116135,draw,Marsh Flats,"Phlage, Titan of Fire's Fury",Sacred Foundry,Galvanic Discharge,Marsh Flats,Arena of Glory,Thraben Charm,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:41:35.421085,play,Sacred Foundry,Ocelot Pride,Galvanic Discharge,Marsh Flats,"Phlage, Titan of Fire's Fury","Ajani, Nacatl Pariah",Thraben Charm,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:42:17.163263,play,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Flooded Strand,Arid Mesa,Goblin Bombardment,Arid Mesa,Goblin Bombardment,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:42:19.172558,play,"Ajani, Nacatl Pariah",Goblin Bombardment,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Goblin Bombardment,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:42:22.374639,play,"Phlage, Titan of Fire's Fury",Ocelot Pride,Arena of Glory,Goblin Bombardment,"Phlage, Titan of Fire's Fury",Sacred Foundry,Galvanic Discharge,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:42:26.102119,play,Guide of Souls,Arid Mesa,Elegant Parlor,Ocelot Pride,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Thraben Charm,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:42:29.330143,play,Goblin Bombardment,Marsh Flats,Flooded Strand,Dalkovan Encampment,Goblin Bombardment,Arena of Glory,Ocelot Pride,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:42:32.337195,play,"Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Marsh Flats,Blood Moon,"Ajani, Nacatl Pariah",Ocelot Pride,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,1
2026-04-13 12:42:40.598948,draw,Flooded Strand,Flooded Strand,"Ajani, Nacatl Pariah",Sacred Foundry,"Phlage, Titan of Fire's Fury",Marsh Flats,Galvanic Discharge,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:42:43.016095,draw,"Phlage, Titan of Fire's Fury",Plains,"Ragavan, Nimble Pilferer",Seasoned Pyromancer,Marsh Flats,Arid Mesa,Guide of Souls,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:42:50.706788,draw,Guide of Souls,Plains,Thraben Charm,Goblin Bombardment,Goblin Bombardment,Flooded Strand,"Phlage, Titan of Fire's Fury",keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:42:53.076549,draw,"Ajani, Nacatl Pariah",Mountain,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Thraben Charm,Thraben Charm,Galvanic Discharge,mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:42:54.987935,draw,Mountain,Plains,"Phlage, Titan of Fire's Fury",Marsh Flats,Flooded Strand,Plains,"Phlage, Titan of Fire's Fury",mulligan,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,0,0
2026-04-13 12:42:58.438319,play,Goblin Bombardment,Galvanic Discharge,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Galvanic Discharge,Sacred Foundry,Arena of Glory,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 12:43:02.372950,draw,Arena of Glory,"Ragavan, Nimble Pilferer",Thraben Charm,Arid Mesa,Blood Moon,"Ajani, Nacatl Pariah",Galvanic Discharge,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,0
2026-04-13 12:43:05.644914,play,Arid Mesa,Guide of Souls,"Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury",Arid Mesa,Mountain,Voice of Victory,keep,20260413T164257Z_dae83c1c-1b1c-49ba-af57-0ff7a700fa35_JahBoodle_20260413_123120.csv,1,1
2026-04-13 14:30:33.039813,play,"Phlage, Titan of Fire's Fury",Ocelot Pride,Goblin Bombardment,Voice of Victory,Elegant Parlor,Guide of Souls,The Legend of Roku,mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,1
2026-04-13 14:30:35.596582,play,Goblin Bombardment,Goblin Bombardment,Plains,Guide of Souls,Galvanic Discharge,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,1
2026-04-13 14:30:40.006227,play,Ocelot Pride,Guide of Souls,Arena of Glory,"Ajani, Nacatl Pariah",Galvanic Discharge,Marsh Flats,Seasoned Pyromancer,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,1
2026-04-13 14:30:57.677703,draw,Marsh Flats,Marsh Flats,"Ragavan, Nimble Pilferer",Thraben Charm,Thraben Charm,Elegant Parlor,Goblin Bombardment,mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,0
2026-04-13 14:31:36.100366,draw,Voice of Victory,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",Arena of Glory,Arena of Glory,Arena of Glory,Blood Moon,mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,0
2026-04-13 14:31:42.415263,draw,"Phlage, Titan of Fire's Fury",The Legend of Roku,Sacred Foundry,Ocelot Pride,Marsh Flats,"Phlage, Titan of Fire's Fury",Arid Mesa,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:31:50.568351,draw,Goblin Bombardment,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Flooded Strand,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Ocelot Pride,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:31:59.338887,draw,Thraben Charm,Sacred Foundry,"Ragavan, Nimble Pilferer",Elegant Parlor,Marsh Flats,Dalkovan Encampment,"Phlage, Titan of Fire's Fury",mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,0
2026-04-13 14:32:02.205904,play,Voice of Victory,Voice of Victory,Seasoned Pyromancer,Arid Mesa,"Ragavan, Nimble Pilferer",Sacred Foundry,Mountain,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,1
2026-04-13 14:32:07.463015,play,Blood Moon,Arid Mesa,Thraben Charm,Flooded Strand,Ocelot Pride,"Ajani, Nacatl Pariah",The Legend of Roku,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,1
2026-04-13 14:32:20.581405,draw,The Legend of Roku,Flooded Strand,Marsh Flats,Blood Moon,Voice of Victory,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:32:25.771889,draw,Mountain,Ocelot Pride,Arid Mesa,"Ajani, Nacatl Pariah","Ragavan, Nimble Pilferer",Thraben Charm,"Ragavan, Nimble Pilferer",keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:32:29.454836,draw,Sacred Foundry,Thraben Charm,Galvanic Discharge,Marsh Flats,Guide of Souls,Plains,Ocelot Pride,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:32:31.602254,draw,Voice of Victory,"Phlage, Titan of Fire's Fury",Thraben Charm,Galvanic Discharge,Voice of Victory,"Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,0
2026-04-13 14:32:36.169590,play,The Legend of Roku,Voice of Victory,Voice of Victory,Blood Moon,Marsh Flats,Galvanic Discharge,Seasoned Pyromancer,mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,1
2026-04-13 14:32:44.758138,play,"Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",Galvanic Discharge,Ocelot Pride,"Ragavan, Nimble Pilferer",Arena of Glory,Elegant Parlor,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,1
2026-04-13 14:32:49.754777,play,Galvanic Discharge,Flooded Strand,Ocelot Pride,Seasoned Pyromancer,"Ragavan, Nimble Pilferer","Phlage, Titan of Fire's Fury","Phlage, Titan of Fire's Fury",mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,1
2026-04-13 14:32:54.338753,draw,Ocelot Pride,"Ajani, Nacatl Pariah",Arena of Glory,Marsh Flats,"Ajani, Nacatl Pariah",Ocelot Pride,Ocelot Pride,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:32:57.762502,draw,Ocelot Pride,Guide of Souls,The Legend of Roku,"Phlage, Titan of Fire's Fury",Marsh Flats,Blood Moon,Sacred Foundry,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:33:02.379285,draw,Seasoned Pyromancer,Dalkovan Encampment,Guide of Souls,Flooded Strand,"Phlage, Titan of Fire's Fury",Galvanic Discharge,Sacred Foundry,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:33:04.705757,play,Goblin Bombardment,Arid Mesa,Ocelot Pride,Flooded Strand,Guide of Souls,Guide of Souls,Arid Mesa,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,1
2026-04-13 14:33:09.833151,draw,Sacred Foundry,Ocelot Pride,"Phlage, Titan of Fire's Fury",Sacred Foundry,Goblin Bombardment,Thraben Charm,Marsh Flats,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:33:12.037772,play,"Ragavan, Nimble Pilferer","Ajani, Nacatl Pariah",The Legend of Roku,Plains,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Voice of Victory,mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,1
2026-04-13 14:33:14.801604,draw,"Ajani, Nacatl Pariah",The Legend of Roku,Seasoned Pyromancer,Marsh Flats,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",Guide of Souls,mulligan,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,0,0
2026-04-13 14:33:19.038819,draw,Goblin Bombardment,Seasoned Pyromancer,Flooded Strand,Ocelot Pride,Arid Mesa,Elegant Parlor,Thraben Charm,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:33:28.114391,draw,Arena of Glory,Goblin Bombardment,Sacred Foundry,Thraben Charm,Thraben Charm,Seasoned Pyromancer,Sacred Foundry,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,0
2026-04-13 14:33:31.558262,play,"Ragavan, Nimble Pilferer",Flooded Strand,Guide of Souls,Sacred Foundry,Ocelot Pride,Elegant Parlor,Ocelot Pride,keep,20260413T193334Z_7f1bf1de-d61b-4df5-9407-7c52ba41ad1c_TheColorOfBoom_20260413_143029.csv,1,1
2026-04-13 17:56:51.791906,draw,"Phlage, Titan of Fire's Fury",Marsh Flats,Seasoned Pyromancer,Marsh Flats,Ocelot Pride,Galvanic Discharge,Elegant Parlor,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,0
2026-04-13 17:56:59.992738,play,Elegant Parlor,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,"Ragavan, Nimble Pilferer",The Legend of Roku,Seasoned Pyromancer,Thraben Charm,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,1
2026-04-13 17:57:04.633008,draw,Sacred Foundry,Dalkovan Encampment,"Ragavan, Nimble Pilferer",Mountain,Flooded Strand,Seasoned Pyromancer,Thraben Charm,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:57:08.709836,draw,Elegant Parlor,"Phlage, Titan of Fire's Fury","Ragavan, Nimble Pilferer",Arena of Glory,"Ajani, Nacatl Pariah",The Legend of Roku,Plains,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,0
2026-04-13 17:57:12.558881,play,Flooded Strand,Thraben Charm,"Ajani, Nacatl Pariah","Ajani, Nacatl Pariah",Elegant Parlor,Sacred Foundry,Blood Moon,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:57:19.410397,draw,"Ragavan, Nimble Pilferer",Galvanic Discharge,Sacred Foundry,Marsh Flats,Marsh Flats,Ocelot Pride,Marsh Flats,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:57:38.030333,draw,Goblin Bombardment,Marsh Flats,Voice of Victory,"Ragavan, Nimble Pilferer",Seasoned Pyromancer,Guide of Souls,"Phlage, Titan of Fire's Fury",mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:57:41.353267,play,Seasoned Pyromancer,Sacred Foundry,"Ajani, Nacatl Pariah",Plains,"Phlage, Titan of Fire's Fury",Voice of Victory,Arid Mesa,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:57:43.870743,draw,Flooded Strand,"Ajani, Nacatl Pariah",Plains,Arena of Glory,Guide of Souls,Marsh Flats,Elegant Parlor,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:57:47.594755,draw,Sacred Foundry,Thraben Charm,Arena of Glory,Galvanic Discharge,"Ajani, Nacatl Pariah",Ocelot Pride,Galvanic Discharge,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,0
2026-04-13 17:57:51.020465,play,"Ragavan, Nimble Pilferer",Arena of Glory,Seasoned Pyromancer,Thraben Charm,Elegant Parlor,"Ragavan, Nimble Pilferer",Arid Mesa,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:57:55.764861,play,Seasoned Pyromancer,Elegant Parlor,Galvanic Discharge,"Phlage, Titan of Fire's Fury",Sacred Foundry,Arena of Glory,Arid Mesa,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:57:59.857881,play,Ocelot Pride,Seasoned Pyromancer,Galvanic Discharge,Flooded Strand,Elegant Parlor,Voice of Victory,Arid Mesa,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:58:12.375243,draw,Sacred Foundry,Marsh Flats,Galvanic Discharge,Seasoned Pyromancer,"Ajani, Nacatl Pariah",Plains,Arena of Glory,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:58:15.351807,play,Thraben Charm,Sacred Foundry,Sacred Foundry,Goblin Bombardment,Voice of Victory,Marsh Flats,Ocelot Pride,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:58:19.898682,draw,Galvanic Discharge,Elegant Parlor,Plains,"Ragavan, Nimble Pilferer",Galvanic Discharge,Guide of Souls,Mountain,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,0
2026-04-13 17:58:22.257511,play,Plains,Goblin Bombardment,Galvanic Discharge,"Ajani, Nacatl Pariah",Marsh Flats,Guide of Souls,Thraben Charm,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:58:25.666104,draw,The Legend of Roku,Galvanic Discharge,"Ragavan, Nimble Pilferer",Goblin Bombardment,"Ajani, Nacatl Pariah",Goblin Bombardment,Flooded Strand,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:58:30.116528,play,Voice of Victory,Ocelot Pride,Ocelot Pride,"Ragavan, Nimble Pilferer",Goblin Bombardment,Arid Mesa,Goblin Bombardment,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:58:33.702442,draw,Goblin Bombardment,Blood Moon,Galvanic Discharge,"Ajani, Nacatl Pariah",Ocelot Pride,Marsh Flats,Seasoned Pyromancer,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:58:37.422272,play,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,"Phlage, Titan of Fire's Fury",Arid Mesa,Ocelot Pride,Sacred Foundry,Goblin Bombardment,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:58:41.932809,play,Guide of Souls,The Legend of Roku,Seasoned Pyromancer,Sacred Foundry,Flooded Strand,Guide of Souls,Seasoned Pyromancer,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:58:45.063334,draw,Blood Moon,Marsh Flats,Flooded Strand,"Ajani, Nacatl Pariah",Guide of Souls,Galvanic Discharge,Seasoned Pyromancer,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,0
2026-04-13 17:58:49.553179,draw,"Ajani, Nacatl Pariah",Goblin Bombardment,Arid Mesa,Blood Moon,Seasoned Pyromancer,Arena of Glory,Galvanic Discharge,keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,0
2026-04-13 17:58:57.047059,draw,Arena of Glory,Goblin Bombardment,The Legend of Roku,Arena of Glory,Plains,Flooded Strand,Seasoned Pyromancer,mulligan,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,0,0
2026-04-13 17:58:59.323186,play,Flooded Strand,Marsh Flats,Galvanic Discharge,Voice of Victory,"Ajani, Nacatl Pariah",Ocelot Pride,"Phlage, Titan of Fire's Fury",keep,20260413T215855Z_3c99ec42-86e4-498d-9bcf-21793249d0a2_JahBoodle_20260413_175642.csv,1,1
2026-04-13 17:42:53.413763,draw,Arena of Glory,Ocelot Pride,Dalkovan Encampment,"Ragavan, Nimble Pilferer",The Legend of Roku,Elegant Parlor,Blood Moon,mulligan,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,0
2026-04-13 17:42:58.191783,draw,Marsh Flats,"Ragavan, Nimble Pilferer",Marsh Flats,Arena of Glory,Guide of Souls,The Legend of Roku,Seasoned Pyromancer,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,0
2026-04-13 17:43:03.495669,play,Dalkovan Encampment,Flooded Strand,"Ajani, Nacatl Pariah",Goblin Bombardment,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,Seasoned Pyromancer,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,1
2026-04-13 17:43:06.854336,play,Marsh Flats,"Ragavan, Nimble Pilferer",Arena of Glory,Sacred Foundry,Ocelot Pride,Voice of Victory,Elegant Parlor,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,1
2026-04-13 17:43:09.330219,play,Guide of Souls,Arid Mesa,Galvanic Discharge,Arid Mesa,Arena of Glory,"Phlage, Titan of Fire's Fury",Arid Mesa,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,1
2026-04-13 17:43:11.902810,draw,Arid Mesa,Goblin Bombardment,Arid Mesa,"Phlage, Titan of Fire's Fury","Ajani, Nacatl Pariah",Arena of Glory,"Ragavan, Nimble Pilferer",keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,0
2026-04-13 17:43:16.075149,draw,Seasoned Pyromancer,Thraben Charm,"Phlage, Titan of Fire's Fury",Dalkovan Encampment,Arid Mesa,Marsh Flats,Galvanic Discharge,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,0
2026-04-13 17:43:17.909196,draw,"Ajani, Nacatl Pariah",Marsh Flats,Galvanic Discharge,"Phlage, Titan of Fire's Fury",Seasoned Pyromancer,"Phlage, Titan of Fire's Fury",Blood Moon,mulligan,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,0
2026-04-13 17:43:20.618793,draw,Arena of Glory,Marsh Flats,Marsh Flats,Ocelot Pride,Voice of Victory,Marsh Flats,"Ajani, Nacatl Pariah",keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,0
2026-04-13 17:43:22.291393,draw,Blood Moon,Galvanic Discharge,Voice of Victory,"Phlage, Titan of Fire's Fury",Goblin Bombardment,"Ragavan, Nimble Pilferer","Ragavan, Nimble Pilferer",mulligan,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,0
2026-04-13 17:43:24.241427,play,Galvanic Discharge,Ocelot Pride,Flooded Strand,Arena of Glory,"Ajani, Nacatl Pariah",Marsh Flats,Marsh Flats,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,1
2026-04-13 17:43:25.748837,play,Sacred Foundry,Arid Mesa,Elegant Parlor,Arid Mesa,Flooded Strand,Plains,Arena of Glory,mulligan,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,1
2026-04-13 17:43:29.944309,draw,Guide of Souls,Plains,Ocelot Pride,Voice of Victory,Elegant Parlor,Arena of Glory,The Legend of Roku,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,0
2026-04-13 17:43:33.434632,play,Arid Mesa,Blood Moon,Guide of Souls,Marsh Flats,"Phlage, Titan of Fire's Fury",Guide of Souls,Galvanic Discharge,keep,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,1,1
2026-04-13 17:43:36.139512,draw,The Legend of Roku,"Ragavan, Nimble Pilferer",Goblin Bombardment,Marsh Flats,Guide of Souls,Voice of Victory,Galvanic Discharge,mulligan,20260413T224337Z_c33359ef-8af7-4839-93c8-16b268ae8864_london_20260413_174243.csv,0,0
2026-04-13 17:52:55.928089,draw,Blood Moon,Galvanic Discharge,Plains,"Ajani, Nacatl Pariah",Sacred Foundry,"Ragavan, Nimble Pilferer",Galvanic Discharge,keep,20260413T225306Z_4d3ca664-bbc2-43c4-847c-a61edf00915c_anonymous_20260413_175248.csv,1,0
